Cluster,tenure,MonthlyCharges,TotalCharges,R_Score,F_Score,M_Score,RFM_Total
3,52,20.4,1090.65,0.018867924528301886,8,20.4,1.0795462871014012
1,64,111.6,7099.0,0.015384615384615385,8,111.6,1.8440629779577147
3,62,24.25,1424.6,0.015873015873015872,9,24.25,1.2200835421888052
2,3,64.5,177.4,0.25,4,64.5,1.2376023391812865
1,56,110.5,6139.5,0.017543859649122806,8,110.5,1.8369590643274853
0,46,55.65,2688.85,0.02127659574468085,2,55.65,0.7121303969142715
0,8,54.65,482.25,0.1111111111111111,3,54.65,0.9046549707602338
0,30,74.75,2111.3,0.03225806451612903,5,74.75,1.2172873042822108
3,45,25.9,1216.6,0.021739130434782608,9,25.9,1.2398443935926775
2,1,79.35,79.35,0.5,3,79.35,1.5015438596491228
0,11,50.55,565.35,0.08333333333333333,4,50.55,0.9534619883040936
0,7,75.15,496.9,0.125,3,75.15,1.0911754385964914
1,42,103.8,4327.5,0.023255813953488372,7,103.8,1.6751388548891608
3,49,20.15,973.35,0.02,8,20.15,1.0785730994152045
1,9,99.3,918.75,0.1,6,99.3,1.6028771929824561
0,35,62.15,2215.45,0.027777777777777776,3,62.15,0.8844795321637426
3,48,20.65,1057.0,0.02040816326530612,8,20.65,1.0831917889963003
3,46,19.95,927.1,0.02127659574468085,8,19.95,1.0781654846335698
0,29,33.75,1009.25,0.03333333333333333,2,33.75,0.539766081871345
0,30,82.05,2570.2,0.03225806451612903,4,82.05,1.167649877381626
2,1,74.7,74.7,0.5,3,74.7,1.4623859649122806
1,66,84.0,5714.25,0.014925373134328358,7,84.0,1.5000715719647377
1,65,111.05,7107.0,0.015151515151515152,8,111.05,1.8391982987772462
1,72,100.9,7459.05,0.0136986301369863,7,100.9,1.6411606184410799
0,12,78.95,927.35,0.07692307692307693,4,78.95,1.1862096266306792
1,71,66.85,4748.7,0.013888888888888888,5,66.85,1.1323918128654968
3,5,21.05,113.85,0.16666666666666666,8,21.05,1.2328187134502924
3,52,21.0,1107.2,0.018867924528301886,8,21.0,1.0845989186803486
1,25,98.5,2514.5,0.038461538461538464,6,98.5,1.5346018893387314
2,1,20.2,20.2,0.5,8,20.2,1.5589941520467836
2,1,19.45,19.45,0.5,8,19.45,1.5526783625730993
1,38,95.0,3605.6,0.02564102564102564,6,95.0,1.4923076923076923
0,66,45.55,3027.25,0.014925373134328358,4,45.55,0.8429487649471938
1,68,110.0,7611.85,0.014492753623188406,8,110.0,1.8296974319857613
0,5,24.3,100.2,0.16666666666666666,1,24.3,0.4824093567251462
1,72,104.15,7303.05,0.0136986301369863,7,104.15,1.6685290394937113
0,32,30.15,927.65,0.030303030303030304,2,30.15,0.5064199893673578
1,43,94.35,3921.3,0.022727272727272728,5,94.35,1.3728091440723018
3,72,19.4,1363.25,0.0136986301369863,8,19.4,1.0659559400785068
1,55,96.75,5238.9,0.017857142857142856,6,96.75,1.4992606516290727
0,52,57.95,3042.25,0.018867924528301886,4,57.95,0.9513123689727463
1,43,91.65,3954.1,0.022727272727272728,5,91.65,1.3500723019670389
0,37,76.5,2868.15,0.02631578947368421,3,76.5,1.003859649122807
0,64,54.6,3423.5,0.015384615384615385,5,54.6,1.0307296446243814
2,3,89.85,248.4,0.25,5,89.85,1.562187134502924
0,36,31.05,1126.35,0.02702702702702703,2,31.05,0.5107229334597756
1,10,100.25,1064.65,0.09090909090909091,6,100.25,1.601786283891547
3,41,20.65,835.15,0.023809523809523808,8,20.65,1.0865931495405179
0,27,85.2,2151.6,0.03571428571428571,5,85.2,1.3087435254803677
1,56,99.8,5515.45,0.017543859649122806,6,99.8,1.5246315789473683
3,6,20.7,112.75,0.14285714285714285,8,20.7,1.2060618212197158
2,3,74.4,229.55,0.25,3,74.4,1.2098596491228069
0,7,50.7,350.35,0.125,2,50.7,0.7741695906432748
3,4,20.85,62.9,0.2,8,20.85,1.2644678362573099
1,33,88.95,3027.65,0.029411764705882353,5,88.95,1.3340199518403852
0,27,78.05,2135.5,0.03571428571428571,4,78.05,1.137421888053467
3,72,23.55,1723.95,0.0136986301369863,9,23.55,1.2120144196106706
2,1,19.75,19.75,0.5,8,19.75,1.555204678362573
0,71,56.45,3985.35,0.013888888888888888,5,56.45,1.044812865497076
0,13,85.95,1215.65,0.07142857142857142,4,85.95,1.2396624895572264
0,25,58.6,1502.65,0.038461538461538464,6,58.6,1.1986018893387314
0,67,50.55,3260.1,0.014705882352941176,2,50.55,0.6626123151014791
2,1,35.45,35.45,0.5,2,35.45,1.0207485380116958
2,2,44.35,81.25,0.3333333333333333,1,44.35,0.8179181286549708
3,43,25.7,1188.2,0.022727272727272728,9,25.7,1.2391483253588516
0,23,75.0,1778.5,0.041666666666666664,3,75.0,1.006578947368421
3,64,20.2,1277.75,0.015384615384615385,8,20.2,1.074378767431399
3,57,19.6,1170.55,0.017241379310344827,8,19.6,1.0711828997781812
2,1,70.45,70.45,0.5,2,70.45,1.315485380116959
1,72,88.05,6425.65,0.0136986301369863,8,88.05,1.6440612032364015
0,8,71.15,563.65,0.1111111111111111,5,71.15,1.2658245614035089
1,61,101.05,5971.25,0.016129032258064516,6,101.05,1.5337430673457837
1,64,84.3,5289.05,0.015384615384615385,5,84.3,1.280834907782276
3,71,23.95,1756.2,0.013888888888888888,9,23.95,1.2155730994152045
1,65,99.05,6416.7,0.015151515151515152,7,99.05,1.6270345560871875
3,3,19.6,61.35,0.25,8,19.6,1.3039415204678362
2,1,45.65,45.65,0.5,1,45.65,0.9955321637426902
0,30,64.5,1929.95,0.03225806451612903,4,64.5,1.0198604036974155
0,15,69.5,1071.4,0.0625,5,69.5,1.2033187134502925
0,8,68.55,564.35,0.1111111111111111,4,68.55,1.1328187134502925
0,7,95.0,655.5,0.125,5,95.0,1.4805555555555556
1,70,108.15,7930.55,0.014084507042253521,8,108.15,1.8137102380364056
1,62,86.1,5215.25,0.015873015873015872,7,86.1,1.518703425229741
3,6,19.7,113.5,0.14285714285714285,8,19.7,1.197640768588137
0,14,80.9,1152.8,0.06666666666666667,3,80.9,1.081263157894737
0,22,84.15,1821.95,0.043478260869565216,4,84.15,1.196554284261378
3,22,20.15,419.9,0.043478260869565216,8,20.15,1.10205136028477
0,16,64.25,1024.0,0.058823529411764705,4,64.25,1.0443206054351566
3,10,25.7,251.6,0.09090909090909091,9,25.7,1.3073301435406697
0,13,56.0,764.55,0.07142857142857142,3,56.0,0.8763408521303258
0,20,82.4,1592.35,0.047619047619047616,4,82.4,1.1859582289055974
2,2,69.7,135.2,0.3333333333333333,2,69.7,1.1425029239766082
1,53,73.9,3958.25,0.018518518518518517,6,73.9,1.3075009746588693
3,11,20.6,233.9,0.08333333333333333,8,20.6,1.1456959064327485
3,69,19.9,1363.45,0.014285714285714285,8,19.9,1.0707535505430241
0,4,70.9,273.0,0.2,2,70.9,1.0192748538011696
1,72,89.05,6254.45,0.0136986301369863,8,89.05,1.6524822558679806
0,58,45.3,2651.2,0.01694915254237288,4,45.3,0.8428672811973437
3,16,20.4,321.4,0.058823529411764705,8,20.4,1.119501891984864
1,43,84.25,3539.25,0.022727272727272728,5,84.25,1.2877565124933548
2,2,104.4,242.8,0.3333333333333333,7,104.4,1.9902690058479533
0,14,81.95,1181.75,0.06666666666666667,6,81.95,1.423438596491228
1,53,94.85,5000.2,0.018518518518518517,5,94.85,1.3728109161793371
3,32,20.55,654.55,0.030303030303030304,8,20.55,1.0922445507708665
3,34,24.7,780.2,0.02857142857142857,9,24.7,1.2365714285714284
0,15,74.45,1145.7,0.0625,3,74.45,1.022780701754386
0,7,76.45,503.6,0.125,3,76.45,1.102122807017544
1,15,105.35,1559.25,0.0625,7,105.35,1.7274356725146198
3,61,20.55,1252.0,0.016129032258064516,8,20.55,1.0780705527259007
2,1,29.95,29.95,0.5,2,29.95,0.9744327485380117
2,1,45.3,45.3,0.5,1,45.3,0.9925847953216375
0,8,84.5,662.65,0.1111111111111111,4,84.5,1.2671345029239767
0,33,74.75,2453.3,0.029411764705882353,5,74.75,1.2144410044719642
0,13,79.25,1111.65,0.07142857142857142,4,79.25,1.1832414369256474
2,1,24.8,24.8,0.5,1,24.8,0.8199532163742691
0,20,51.8,1023.85,0.047619047619047616,2,51.8,0.7060517961570593
0,3,30.4,82.15,0.25,2,30.4,0.7282222222222222
3,13,19.65,244.8,0.07142857142857142,8,19.65,1.1257911445279865
0,40,56.6,2379.1,0.024390243902439025,3,56.6,0.8343551561831408
0,43,71.9,3173.35,0.022727272727272728,5,71.9,1.1837565124933547
0,6,91.0,531.0,0.14285714285714285,5,91.0,1.4647284878863824
3,69,19.75,1375.4,0.014285714285714285,8,19.75,1.0694903926482873
1,72,109.7,8129.3,0.0136986301369863,8,109.7,1.826376992710086
3,59,19.3,1192.7,0.016666666666666666,8,19.3,1.0680818713450293
1,20,96.55,1901.65,0.047619047619047616,6,96.55,1.5273383458646617
3,24,24.1,587.4,0.04,9,24.1,1.2429473684210528
1,59,111.35,6519.75,0.016666666666666666,8,111.35,1.8432397660818713
1,72,112.25,8041.65,0.0136986301369863,8,112.25,1.847850676920612
2,1,20.75,20.75,0.5,8,20.75,1.563625730994152
1,27,101.9,2681.15,0.03571428571428571,6,101.9,1.5604862155388473
0,14,80.05,1112.3,0.06666666666666667,4,80.05,1.1852163742690058
1,71,105.55,7405.5,0.013888888888888888,7,105.55,1.6805087719298246
0,13,78.3,1033.95,0.07142857142857142,3,78.3,1.0641303258145363
0,44,68.85,2958.95,0.022222222222222223,2,68.85,0.824233918128655
0,33,79.95,2684.85,0.029411764705882353,4,79.95,1.1471193670450637
1,72,55.45,4179.2,0.0136986301369863,6,55.45,1.1473126652247054
2,1,79.9,79.9,0.5,3,79.9,1.5061754385964912
1,19,106.6,1934.45,0.05,7,106.6,1.7254619883040936
1,64,102.45,6654.1,0.015384615384615385,7,102.45,1.6558992352676563
2,2,46.0,84.5,0.3333333333333333,1,46.0,0.831812865497076
2,1,25.25,25.25,0.5,1,25.25,0.8237426900584796
3,61,19.75,1124.2,0.016129032258064516,8,19.75,1.0713337106206375
3,29,20.0,540.05,0.03333333333333333,8,20.0,1.090643274853801
0,23,86.8,1975.85,0.041666666666666664,4,86.8,1.2170584795321637
0,57,58.75,3437.45,0.017241379310344827,6,58.75,1.1786448880822746
0,72,45.25,3139.8,0.0136986301369863,5,45.25,0.9503068172714892
1,66,56.6,3789.2,0.014925373134328358,6,56.6,1.1582236187483634
1,65,84.2,5324.5,0.015151515151515152,7,84.2,1.5019819245082404
0,8,80.0,624.6,0.1111111111111111,3,80.0,1.1181286549707603
0,4,70.15,268.35,0.2,2,70.15,1.0129590643274855
3,71,24.75,1836.9,0.013888888888888888,9,24.75,1.222309941520468
2,1,20.2,20.2,0.5,8,20.2,1.5589941520467836
0,4,50.05,179.35,0.2,2,50.05,0.8436959064327485
3,12,19.35,219.35,0.07692307692307693,8,19.35,1.1287593342330184
0,24,50.6,1288.75,0.04,4,50.6,0.9105497076023392
1,31,81.15,2545.75,0.03125,6,81.15,1.3812850877192981
2,1,55.2,55.2,0.5,2,55.2,1.18706432748538
1,30,89.9,2723.15,0.03225806451612903,5,89.9,1.344866251650632
1,47,85.3,4107.25,0.020833333333333332,7,85.3,1.5169269005847954
1,54,108.0,5760.65,0.01818181818181818,8,108.0,1.8165443912812334
1,50,93.5,4747.5,0.0196078431372549,6,93.5,1.473642930856553
2,1,84.6,84.6,0.5,4,84.6,1.6568654970760233
3,72,20.25,1566.9,0.0136986301369863,8,20.25,1.0731138348153488
3,29,25.15,702.0,0.03333333333333333,9,25.15,1.245122807017544
2,2,54.4,114.1,0.3333333333333333,3,54.4,1.1247719298245613
0,10,29.6,299.05,0.09090909090909091,2,29.6,0.56239447102605
0,18,73.15,1305.95,0.05263157894736842,3,73.15,1.0019649122807017
0,11,95.0,1120.3,0.08333333333333333,5,95.0,1.438888888888889
3,16,19.75,284.35,0.058823529411764705,8,19.75,1.1140282077743378
1,72,86.6,6350.5,0.0136986301369863,7,86.6,1.5207395658095009
1,72,109.2,7878.3,0.0136986301369863,8,109.2,1.8221664663942962
0,41,74.7,3187.65,0.023809523809523808,5,74.7,1.2084177109440268
1,65,94.4,6126.15,0.015151515151515152,6,94.4,1.4767655502392345
0,13,54.8,731.3,0.07142857142857142,3,54.8,0.8662355889724311
0,4,75.35,273.4,0.2,3,75.35,1.167859649122807
0,41,65.0,2531.8,0.023809523809523808,4,65.0,1.0156223893065999
0,15,74.4,1074.3,0.0625,3,74.4,1.022359649122807
2,1,48.55,48.55,0.5,2,48.55,1.13106432748538
1,42,99.0,4298.45,0.023255813953488372,7,99.0,1.634717802257582
1,51,93.5,4619.55,0.019230769230769232,6,93.5,1.4732658569500674
2,2,70.4,147.15,0.3333333333333333,2,70.4,1.1483976608187136
2,1,40.2,40.2,0.5,3,40.2,1.171859649122807
1,32,83.7,2633.3,0.030303030303030304,7,83.7,1.512922913343966
3,10,19.85,193.05,0.09090909090909091,8,19.85,1.1469558745348218
1,67,59.55,4103.9,0.014705882352941176,6,59.55,1.182846233230134
1,61,115.1,7008.15,0.016129032258064516,9,115.1,1.9853921901528013
1,50,114.35,5791.1,0.0196078431372549,9,114.35,1.9825552115583074
2,2,44.6,80.55,0.3333333333333333,1,44.6,0.8200233918128654
0,29,45.0,1228.65,0.03333333333333333,4,45.0,0.8567251461988303
0,3,41.15,132.2,0.25,3,41.15,0.9298596491228069
1,13,106.9,1364.3,0.07142857142857142,7,106.9,1.7494168755221389
1,57,89.85,4925.35,0.017241379310344827,5,89.85,1.3294285138132689
0,31,49.85,1520.1,0.03125,5,49.85,1.006595029239766
1,45,113.3,5032.25,0.021739130434782608,9,113.3,1.9758443935926775
1,61,88.1,5526.75,0.016129032258064516,8,88.1,1.6469126579890585
3,50,24.9,1195.25,0.0196078431372549,9,24.9,1.2292920536635705
1,19,105.0,2007.25,0.05,7,105.0,1.7119883040935673
3,59,19.35,1099.6,0.016666666666666666,8,19.35,1.0685029239766082
3,71,24.25,1732.95,0.013888888888888888,9,24.25,1.2180994152046782
0,16,94.45,1511.2,0.058823529411764705,5,94.45,1.409747506019952
0,57,59.75,3450.15,0.017241379310344827,4,59.75,0.9648437184916314
2,1,24.8,24.8,0.5,1,24.8,0.8199532163742691
1,20,107.05,2172.05,0.047619047619047616,7,107.05,1.7268705096073518
2,1,70.6,70.6,0.5,2,70.6,1.316748538011696
0,5,85.4,401.1,0.16666666666666666,5,85.4,1.4413801169590643
1,52,105.05,5624.85,0.018867924528301886,7,105.05,1.6812772812534482
0,21,64.95,1339.8,0.045454545454545456,4,64.95,1.0368463583200425
0,14,55.0,771.95,0.06666666666666667,5,55.0,1.0853801169590644
0,5,50.55,244.75,0.16666666666666666,2,50.55,0.8145730994152046
0,6,55.15,322.9,0.14285714285714285,3,55.15,0.9406115288220551
0,10,51.2,498.25,0.09090909090909091,2,51.2,0.7442892078681553
2,1,25.4,25.4,0.5,9,25.4,1.7138947368421054
0,68,54.45,3687.75,0.014492753623188406,3,54.45,0.8063524027459954
0,18,95.15,1779.95,0.05263157894736842,5,95.15,1.4094502923976608
0,22,76.0,1783.6,0.043478260869565216,3,76.0,1.0168115942028986
0,20,44.35,927.15,0.047619047619047616,1,44.35,0.532203842940685
2,1,70.0,70.0,0.5,2,70.0,1.3116959064327485
0,8,74.5,606.55,0.1111111111111111,3,74.5,1.071812865497076
0,10,44.85,435.4,0.09090909090909091,1,44.85,0.5797044125465178
0,24,76.1,1712.7,0.04,3,76.1,1.0141754385964912
0,35,61.2,2021.2,0.027777777777777776,4,61.2,0.9875906432748538
0,23,86.8,1940.8,0.041666666666666664,5,86.8,1.3281695906432747
0,6,89.35,567.8,0.14285714285714285,4,89.35,1.339722639933166
3,12,19.7,220.35,0.07692307692307693,8,19.7,1.131706702654071
2,1,20.25,20.25,0.5,8,20.25,1.5594152046783625
1,71,76.05,5436.45,0.013888888888888888,3,76.05,0.9876432748538011
1,35,100.8,3437.5,0.027777777777777776,6,100.8,1.5432865497076023
0,40,74.55,3015.75,0.024390243902439025,5,74.55,1.207735273142205
2,1,73.6,73.6,0.5,3,73.6,1.4531228070175437
0,23,64.9,1509.8,0.041666666666666664,3,64.9,0.9215263157894737
2,4,95.45,396.1,0.2,5,95.45,1.5593450292397661
2,4,90.4,356.65,0.2,5,90.4,1.5168187134502924
1,68,60.3,4109.0,0.014492753623188406,6,60.3,1.1889488939740653
0,38,81.85,3141.7,0.02564102564102564,4,81.85,1.159348627980207
3,52,24.8,1229.1,0.018867924528301886,9,24.8,1.2277100297914598
0,32,74.9,2303.35,0.030303030303030304,3,74.9,0.9943732057416268
0,29,75.55,2054.4,0.03333333333333333,5,75.55,1.2250994152046784
1,38,101.15,3741.85,0.02564102564102564,6,101.15,1.5440971659919027
1,48,78.75,3682.45,0.02040816326530612,6,78.75,1.3502327246688148
2,1,19.25,19.25,0.5,8,19.25,1.5509941520467836
0,22,89.05,1886.25,0.043478260869565216,5,89.05,1.3489285532672262
1,43,115.05,4895.1,0.022727272727272728,9,115.05,1.9915693779904307
0,5,69.35,341.6,0.16666666666666666,2,69.35,0.9728888888888888
0,5,80.6,415.55,0.16666666666666666,3,80.6,1.178736842105263
1,51,110.05,5686.4,0.019230769230769232,8,110.05,1.8348565002249213
3,71,19.9,1355.1,0.013888888888888888,8,19.9,1.0703567251461987
1,38,80.3,3058.65,0.02564102564102564,6,80.3,1.3685182186234819
1,24,93.15,2231.05,0.04,5,93.15,1.3799766081871345
1,35,91.5,3236.35,0.027777777777777776,5,91.5,1.353859649122807
1,54,82.45,4350.1,0.01818181818181818,7,82.45,1.4902753854332802
1,72,60.0,4264.0,0.0136986301369863,6,60.0,1.1856284546983897
2,1,44.8,44.8,0.5,1,44.8,0.9883742690058479
0,9,48.6,422.3,0.1,2,48.6,0.731485380116959
1,69,60.05,4176.7,0.014285714285714285,6,60.05,1.1866365914786967
1,52,102.7,5138.1,0.018867924528301886,7,102.7,1.6614878075692376
0,11,82.9,880.05,0.08333333333333333,4,82.9,1.2258830409356727
2,2,70.35,139.05,0.3333333333333333,2,70.35,1.1479766081871343
0,28,35.9,973.65,0.034482758620689655,2,35.9,0.5590207703165961
0,17,82.65,1470.05,0.05555555555555555,4,82.65,1.1960000000000002
3,35,19.85,739.35,0.027777777777777776,8,19.85,1.0838245614035087
3,8,19.2,161.95,0.1111111111111111,8,19.2,1.1616842105263159
1,46,94.9,4422.95,0.02127659574468085,6,94.9,1.4871011571481896
0,7,73.85,511.25,0.125,3,73.85,1.0802280701754385
2,2,80.6,155.8,0.3333333333333333,4,80.6,1.4565146198830408
1,68,75.8,5293.95,0.014492753623188406,6,75.8,1.3194752097635392
1,43,104.6,4759.85,0.022727272727272728,7,104.6,1.6813471557682083
1,68,88.15,6148.45,0.014492753623188406,8,88.15,1.6456974319857616
1,36,94.8,3565.65,0.02702702702702703,5,94.8,1.3808983720562669
1,63,103.4,6603.0,0.015625,7,103.4,1.664139619883041
0,32,54.65,1830.1,0.030303030303030304,3,54.65,0.8238468899521532
1,71,85.75,6223.8,0.013888888888888888,8,85.75,1.6248830409356723
1,66,67.45,4508.65,0.014925373134328358,5,67.45,1.138480928689884
3,63,20.5,1328.15,0.015625,8,20.5,1.0771454678362573
3,41,20.25,865.0,0.023809523809523808,8,20.25,1.0832247284878864
2,1,72.1,72.1,0.5,3,72.1,1.4404912280701754
2,2,90.4,168.2,0.3333333333333333,4,90.4,1.5390409356725145
3,70,19.45,1303.5,0.014084507042253521,8,19.45,1.0667628696153528
0,23,44.95,996.85,0.041666666666666664,3,44.95,0.7535263157894737
1,64,97.0,6430.9,0.015384615384615385,6,97.0,1.4988933873144399
0,37,62.8,2278.75,0.02631578947368421,5,62.8,1.1107134502923977
0,17,44.6,681.4,0.05555555555555555,1,44.6,0.5422456140350878
0,7,89.15,574.35,0.125,4,89.15,1.3201812865497078
2,4,84.8,371.9,0.2,5,84.8,1.4696608187134501
0,21,41.9,840.1,0.045454545454545456,3,41.9,0.7316299840510367
0,10,80.25,846.0,0.09090909090909091,3,80.25,1.1000318979266348
0,16,54.1,889.0,0.058823529411764705,3,54.1,0.8477358101135191
1,64,105.25,6823.4,0.015384615384615385,7,105.25,1.6794781826360774
0,27,30.75,805.1,0.03571428571428571,2,30.75,0.5168838763575605
1,42,97.1,4016.75,0.023255813953488372,6,97.1,1.5076066911464707
3,5,20.2,83.75,0.16666666666666666,8,20.2,1.2256608187134503
1,41,98.8,3959.15,0.023809523809523808,6,98.8,1.5224761904761905
0,58,50.3,2878.55,0.01694915254237288,2,50.3,0.6627503221330162
3,47,20.55,945.7,0.020833333333333332,8,20.55,1.0827748538011697
0,18,75.9,1373.05,0.05263157894736842,3,75.9,1.025122807017544
0,5,96.5,492.55,0.16666666666666666,5,96.5,1.5348538011695907
0,23,59.95,1406.0,0.041666666666666664,3,59.95,0.8798421052631579
2,1,19.15,19.15,0.5,8,19.15,1.5501520467836256
1,71,98.65,6962.85,0.013888888888888888,6,98.65,1.5112923976608186
1,72,112.6,8126.65,0.0136986301369863,9,112.6,1.9619091564527757
3,33,20.6,690.25,0.029411764705882353,8,20.6,1.0917743378052975
2,2,85.65,181.5,0.3333333333333333,4,85.65,1.4990409356725145
0,24,35.75,830.8,0.04,3,35.75,0.6743859649122806
1,56,99.75,5608.4,0.017543859649122806,7,99.75,1.6353216374269004
1,37,96.1,3646.8,0.02631578947368421,5,96.1,1.3911345029239766
1,43,85.1,3662.25,0.022727272727272728,7,85.1,1.517136629452419
2,1,25.35,25.35,0.5,1,25.35,0.8245847953216374
1,25,104.95,2566.5,0.038461538461538464,7,104.95,1.7000287899235267
1,61,89.65,5308.7,0.016129032258064516,8,89.65,1.6599652895680062
0,17,86.75,1410.25,0.05555555555555555,5,86.75,1.3416374269005849
1,41,86.2,3339.05,0.023809523809523808,5,86.2,1.3052598162071847
2,1,50.65,50.65,0.5,2,50.65,1.148748538011696
1,72,64.8,4732.35,0.0136986301369863,7,64.8,1.3371606184410798
2,1,90.85,90.85,0.5,5,90.85,1.820608187134503
1,48,108.1,5067.45,0.02040816326530612,7,108.1,1.708501730516768
3,11,19.95,214.75,0.08333333333333333,8,19.95,1.1402222222222222
1,55,85.45,4874.7,0.017857142857142856,5,85.45,1.2929916457811195
0,42,54.75,2348.45,0.023255813953488372,6,54.75,1.1509751121991023
1,44,90.4,4063.0,0.022222222222222223,5,90.4,1.3390409356725148
2,1,44.0,44.0,0.5,1,44.0,0.9816374269005849
1,27,95.6,2595.25,0.03571428571428571,5,95.6,1.3963224728487886
1,27,84.8,2309.55,0.03571428571428571,7,84.8,1.5275973266499583
2,2,44.3,89.3,0.3333333333333333,1,44.3,0.8174970760233917
